  0.5000000      0.8958753       1.807219     -0.9113441    
   1.000000     -0.8213196      0.9478744      -1.769194    
   2.000000      -2.196416      0.4657315      -2.662148    
   5.000000      -3.307810      0.1792028      -3.487013    
